tra_acc_list,val_acc_list,lr_list
30.980392156862745,32.03125,0.001
32.94117647058823,29.6875,0.001
34.31372549019608,33.59375,0.001
34.90196078431372,32.03125,0.001
40.0,39.84375,0.001
43.431372549019606,39.84375,0.001
49.01960784313725,61.71875,0.001
54.509803921568626,53.125,0.001
56.568627450980394,57.8125,0.001
58.333333333333336,65.625,0.001
62.94117647058823,63.28125,0.001
68.92156862745098,71.09375,0.001
67.94117647058823,69.53125,0.001
74.6078431372549,75.0,0.001
74.70588235294117,73.4375,0.001
77.45098039215686,75.0,0.001
75.88235294117646,71.875,0.001
81.37254901960785,79.6875,0.001
82.94117647058825,78.125,0.001
83.82352941176471,82.03125,0.001
82.74509803921568,77.34375,0.001
79.70588235294119,73.4375,0.001
85.19607843137254,89.0625,0.001
88.13725490196079,84.375,0.001
87.05882352941177,75.78125,0.001
89.01960784313725,86.71875,0.001
87.45098039215686,85.9375,0.001
90.98039215686275,88.28125,0.001
90.3921568627451,87.5,0.001
91.17647058823529,88.28125,0.001
90.88235294117646,85.15625,0.001
93.72549019607843,85.15625,0.001
95.29411764705881,89.84375,0.001
87.05882352941177,81.25,0.001
95.98039215686275,89.0625,0.001
95.58823529411765,92.96875,0.001
93.72549019607843,94.53125,0.001
95.98039215686275,94.53125,0.001
95.29411764705881,89.0625,0.001
95.7843137254902,91.40625,0.001
