tra_acc_list,val_acc_list,lr_list
35.67937438905181,36.71875,0.001
49.46236559139785,47.65625,0.001
50.83088954056696,54.6875,0.001
56.50048875855328,65.625,0.001
54.252199413489734,55.46875,0.001
55.718475073313776,60.9375,0.001
66.08015640273705,67.1875,0.001
65.20039100684262,71.09375,0.001
54.83870967741935,54.6875,0.001
67.35092864125122,73.4375,0.001
66.95992179863147,67.96875,0.001
81.23167155425219,75.78125,0.001
78.49462365591397,79.6875,0.001
83.088954056696,79.6875,0.001
77.81036168132943,79.6875,0.001
75.8553274682307,76.5625,0.001
79.96089931573802,79.6875,0.001
79.56989247311827,79.6875,0.001
88.4652981427175,84.375,0.001
79.0811339198436,82.03125,0.001
80.25415444770283,78.125,0.001
88.26979472140762,88.28125,0.001
87.09677419354838,84.375,0.001
88.7585532746823,87.5,0.001
93.15738025415445,86.71875,0.001
90.51808406647116,87.5,0.001
94.03714565004888,89.84375,0.001
88.7585532746823,85.9375,0.001
94.3304007820137,92.1875,0.001
83.088954056696,78.125,0.001
87.19452590420332,84.375,0.001
94.91691104594331,93.75,0.001
87.78103616813294,82.03125,0.001
86.51026392961877,80.46875,0.001
96.57869012707722,90.625,0.001
92.57086999022482,89.0625,0.001
97.26295210166178,92.96875,0.0001
97.65395894428153,94.53125,0.0001
98.24046920821115,93.75,0.0001
98.53372434017595,95.3125,0.0001
