tra_acc_list,val_acc_list,lr_list
33.43108504398827,34.375,0.001
41.544477028348,35.15625,0.001
49.951124144672534,51.5625,0.001
53.17693059628543,54.6875,0.001
36.55913978494624,34.375,0.001
67.93743890518084,71.09375,0.001
73.11827956989248,71.09375,0.001
74.7800586510264,73.4375,0.001
74.7800586510264,71.875,0.001
74.48680351906158,71.09375,0.001
71.94525904203324,75.0,0.001
78.20136852394917,73.4375,0.001
82.89345063538612,81.25,0.001
85.43499511241447,83.59375,0.001
75.17106549364614,75.78125,0.001
89.34506353861192,82.8125,0.001
88.4652981427175,82.8125,0.001
94.42815249266863,89.0625,0.001
88.07429130009776,75.78125,0.001
82.3069403714565,74.21875,0.001
96.67644183773217,92.96875,0.0001
97.26295210166178,90.625,0.0001
97.75171065493646,90.625,0.0001
97.45845552297166,89.84375,0.0001
97.45845552297166,92.1875,0.0001
98.33822091886609,92.96875,0.0001
98.43597262952102,91.40625,0.0001
98.63147605083088,91.40625,0.0001
98.33822091886609,92.96875,0.0001
98.9247311827957,92.1875,1e-05
98.63147605083088,90.625,1e-05
98.9247311827957,93.75,1e-05
98.43597262952102,90.625,1e-05
98.53372434017595,89.0625,1e-05
99.21798631476051,92.96875,1e-05
98.9247311827957,91.40625,1e-05
99.31573802541544,93.75,1e-05
99.12023460410558,90.625,1e-05
98.9247311827957,91.40625,1e-05
99.21798631476051,87.5,1e-05
